x_block,y_block,n_cells,positive_cells,center_Boylam,center_Enlem,mean_score_probability_mlp,max_score_probability_mlp,mean_score_topsis_pi,max_score_topsis_pi,mean_score_vikor_pi,max_score_vikor_pi,mean_score_topsis_shap,max_score_topsis_shap,mean_score_vikor_shap,max_score_vikor_shap
5914,1781,100,0,5914500.0,1781500.0,0.024730982,0.6132191,0.54667914,0.7154819,0.51557136,0.7148616,0.65584266,0.71617377,0.5180925,0.7320987
5992,1728,100,0,5992500.0,1728500.0,0.024728747,0.55857724,0.5356996,0.72498965,0.5030828,0.73603076,0.64822054,0.72131884,0.49933732,0.75139654
6072,1745,97,0,6072486.082474227,1745510.824742268,0.024707248,0.2588212,0.5293303,0.7317794,0.4921153,0.7581178,0.6556604,0.7236723,0.49407893,0.76725227
5898,1707,24,0,5898525.0,1707125.0,0.024694799,0.35412335,0.5135072,0.7381269,0.48027503,0.7493815,0.6532205,0.71818197,0.4983715,0.7551439
6070,1755,100,0,6070500.0,1755500.0,0.024683075,0.9424757,0.54369897,0.747928,0.5169305,0.77399355,0.66723967,0.7343716,0.53236187,0.7954329
5989,1741,100,0,5989500.0,1741500.0,0.024673305,0.89480263,0.5491134,0.74436146,0.51989555,0.76111674,0.66392165,0.7269129,0.5201081,0.7672434
5865,1767,100,0,5865500.0,1767500.0,0.024673242,0.38483745,0.527024,0.73990345,0.4920199,0.75439477,0.6528031,0.7301458,0.49250427,0.7557521
5885,1748,100,0,5885500.0,1748500.0,0.024668386,0.94853055,0.5143677,0.74111015,0.47865695,0.75696456,0.6509179,0.7201225,0.48982212,0.7651068
5883,1773,100,0,5883500.0,1773500.0,0.024667375,0.64595735,0.5377413,0.73725456,0.50634277,0.74567115,0.64771944,0.71697074,0.51106566,0.76634157
6003,1752,100,0,6003500.0,1752500.0,0.02466435,0.9972754,0.51550287,0.7420136,0.4808281,0.7580187,0.6596359,0.7365653,0.4905999,0.78046703
5935,1747,100,0,5935500.0,1747500.0,0.024663758,0.42494032,0.5398752,0.73663175,0.511051,0.7440921,0.65692437,0.7246618,0.5255656,0.7692194
5935,1765,100,0,5935500.0,1765500.0,0.024663545,0.5455986,0.5293197,0.73885834,0.4960046,0.759848,0.652813,0.7163163,0.50088507,0.7759349
5866,1726,50,0,5866270.0,1726570.0,0.024662964,0.4155647,0.538861,0.7244212,0.5030072,0.72268796,0.648701,0.70482033,0.49323785,0.71681625
5990,1745,100,0,5990500.0,1745500.0,0.024659814,0.62401897,0.54895335,0.7466505,0.52015406,0.76457477,0.6612642,0.7294243,0.5201847,0.78131056
5895,1694,100,0,5895500.0,1694500.0,0.024658177,0.51391804,0.5362848,0.75176775,0.5033302,0.79281765,0.6562269,0.71707916,0.5114711,0.8088508
6014,1744,100,0,6014500.0,1744500.0,0.024640338,0.7219083,0.5489058,0.73607033,0.51835763,0.7384216,0.66285443,0.7301587,0.51311773,0.74752486
5935,1753,100,0,5935500.0,1753500.0,0.024639668,0.95593995,0.52713525,0.73696524,0.49383187,0.74802643,0.6529234,0.72632086,0.5024089,0.76571685
5998,1724,100,0,5998500.0,1724500.0,0.024638556,0.36328247,0.5397691,0.7325702,0.5066789,0.7667421,0.6555897,0.70918924,0.50892854,0.7794649
5883,1780,100,0,5883500.0,1780500.0,0.02463792,0.6677636,0.5440473,0.73504573,0.5163646,0.73695666,0.65728235,0.7153779,0.5299293,0.75917625
5870,1729,100,0,5870500.0,1729500.0,0.024636576,0.9448489,0.53537416,0.7388191,0.49961975,0.7418124,0.6505021,0.71035594,0.49686682,0.73905504
5938,1730,100,0,5938500.0,1730500.0,0.024633713,0.7582746,0.51968515,0.7246723,0.48384833,0.7404437,0.6514058,0.7223543,0.4927865,0.76125133
5875,1777,100,0,5875500.0,1777500.0,0.024626305,0.8794134,0.53217477,0.73160696,0.5054593,0.7464218,0.65449214,0.7105701,0.5209911,0.7577095
5945,1730,100,0,5945500.0,1730500.0,0.02460009,0.8554841,0.52119726,0.7218117,0.4869971,0.75021946,0.6540634,0.7295002,0.50376624,0.78163576
5884,1761,100,0,5884500.0,1761500.0,0.0245926,0.6099726,0.5409833,0.7292859,0.5125749,0.74165356,0.65579903,0.7169533,0.5351222,0.7702298
5944,1742,100,0,5944500.0,1742500.0,0.024588315,0.9707883,0.5395579,0.75552255,0.50826913,0.7929647,0.6572502,0.7332224,0.5176215,0.824159
5943,1761,100,0,5943500.0,1761500.0,0.024582809,0.958902,0.5380067,0.7359158,0.5096995,0.75341165,0.6547656,0.7205192,0.52057475,0.76702845
5890,1749,100,0,5890500.0,1749500.0,0.024568584,0.57396775,0.53071195,0.74095887,0.4969973,0.7690967,0.6563884,0.7301332,0.5051889,0.789782
6057,1755,100,0,6057500.0,1755500.0,0.024568284,0.3853036,0.5324803,0.72353035,0.5050439,0.74612284,0.65949416,0.71621853,0.52489924,0.77249146
5951,1737,100,0,5951500.0,1737500.0,0.0245455,0.49154374,0.51736605,0.726734,0.4805178,0.7331726,0.6484077,0.7050391,0.48208034,0.7317234
5900,1777,100,0,5900500.0,1777500.0,0.024540959,0.6548531,0.5231238,0.7428651,0.48674366,0.7539964,0.6464991,0.7087781,0.489766,0.7558208
5872,1781,100,0,5872500.0,1781500.0,0.024531247,0.61882794,0.5339055,0.7395948,0.50757885,0.761466,0.6545659,0.7251946,0.5279245,0.79169154
5965,1726,32,0,5965365.625,1726803.125,0.02452758,0.6093024,0.4996479,0.73342335,0.46426556,0.7303996,0.65296453,0.7142147,0.47397274,0.72507095
5921,1785,100,0,5921500.0,1785500.0,0.024518395,0.48524964,0.52536994,0.7229153,0.49377698,0.720785,0.6495618,0.71219665,0.50560564,0.7441915
5870,1782,100,0,5870500.0,1782500.0,0.02451453,0.32339504,0.5277149,0.7540452,0.49452627,0.780115,0.6521704,0.7244146,0.50234145,0.79373896
5971,1770,100,0,5971500.0,1770500.0,0.024514196,0.9661627,0.5324304,0.7467263,0.50112236,0.7716519,0.66216063,0.7335936,0.5159552,0.7866592
6042,1691,100,0,6042500.0,1691500.0,0.024508491,0.5212057,0.5261808,0.73876464,0.4887347,0.7423496,0.65277755,0.72860605,0.49585837,0.75711274
5924,1726,30,0,5924510.0,1726846.6666666667,0.024503311,0.64576024,0.5172172,0.6834872,0.47630388,0.70564723,0.651801,0.69758946,0.4701849,0.7077609
5865,1735,100,0,5865500.0,1735500.0,0.024494683,0.36712956,0.5157987,0.72340304,0.4839563,0.73788285,0.6408279,0.70054185,0.48817357,0.73581016
5865,1785,26,0,5865596.153846154,1785146.1538461538,0.024470802,0.16634244,0.52720654,0.6997263,0.49501577,0.6910531,0.6447871,0.6967946,0.4843936,0.67317283
5975,1740,100,0,5975500.0,1740500.0,0.02446309,0.84504306,0.5337197,0.7179959,0.4991684,0.7307446,0.6577013,0.7215428,0.501584,0.7328211
6046,1742,100,0,6046500.0,1742500.0,0.024463069,0.92841214,0.5171858,0.7434001,0.48021463,0.7648902,0.6518386,0.72353363,0.47659996,0.754691
6042,1720,100,0,6042500.0,1720500.0,0.024463031,0.6877905,0.5078222,0.7506027,0.46319717,0.7677065,0.6510204,0.72607255,0.44047338,0.7484715
5935,1751,100,0,5935500.0,1751500.0,0.02443913,0.6443959,0.5182601,0.71809226,0.4827736,0.7011918,0.65361834,0.7172492,0.4936684,0.71568793
6005,1750,100,0,6005500.0,1750500.0,0.024431681,0.71677154,0.5280344,0.73201954,0.49613956,0.72478163,0.6542448,0.7141339,0.5044464,0.7499609
5907,1780,100,0,5907500.0,1780500.0,0.024401018,0.31898424,0.5213506,0.7509212,0.48506996,0.78084743,0.6586729,0.7350205,0.49929196,0.80851436
5921,1748,100,0,5921500.0,1748500.0,0.024381464,0.45955798,0.52887124,0.7197944,0.4917494,0.73353195,0.65255564,0.71694744,0.49169135,0.74674916
5958,1799,98,0,5958507.142857143,1799490.8163265307,0.02436935,0.38835984,0.52422726,0.74103326,0.48958057,0.75043046,0.65143085,0.71522135,0.4936397,0.75124633
5879,1752,94,0,5879528.723404256,1752487.2340425532,0.024353681,0.49776098,0.55294704,0.7290031,0.51770085,0.74475855,0.6563221,0.7107144,0.50907683,0.7474042
5932,1745,100,18,5932500.0,1745500.0,0.0243468,0.9929259,0.5409842,0.7250014,0.5138857,0.7445984,0.6724316,0.73347175,0.5308305,0.7826015
5900,1757,100,0,5900500.0,1757500.0,0.024345625,0.3069249,0.5298118,0.7372637,0.49548706,0.7431671,0.6519918,0.7140359,0.5018716,0.7610822
5905,1781,100,6,5905500.0,1781500.0,0.024341898,0.21711497,0.5292029,0.795937,0.49671096,0.8108325,0.6525905,0.7299142,0.51425034,0.830107
6011,1743,100,2,6011500.0,1743500.0,0.024340674,0.97376806,0.53693694,0.82568175,0.50211954,0.858845,0.6661544,0.7514302,0.50439584,0.8690358
5895,1780,100,0,5895500.0,1780500.0,0.024317952,0.3459445,0.54064107,0.7361601,0.5095957,0.7645239,0.65299845,0.7258219,0.5086645,0.7837286
5892,1741,100,0,5892500.0,1741500.0,0.024305675,0.68092227,0.51918924,0.75020796,0.48385048,0.7810949,0.64915466,0.7248269,0.49153718,0.8005245
5927,1743,100,0,5927500.0,1743500.0,0.02430278,0.6063804,0.54160863,0.73082495,0.5148371,0.7258853,0.6636121,0.7244607,0.52867156,0.755379
5930,1721,100,0,5930500.0,1721500.0,0.024301054,0.8432239,0.54448134,0.7443342,0.5135854,0.7627846,0.65299153,0.7094136,0.51279324,0.76051927
5957,1722,66,0,5957540.909090909,1722640.9090909092,0.024297498,0.57600814,0.51309234,0.7234177,0.4793456,0.71889514,0.64952934,0.71196246,0.48523387,0.73099875
6000,1733,100,0,6000500.0,1733500.0,0.02429434,0.89825577,0.5048659,0.71505064,0.46557894,0.7249222,0.64506775,0.717291,0.46999776,0.723717
5970,1781,100,0,5970500.0,1781500.0,0.024293778,0.71817905,0.5271012,0.73416525,0.4950439,0.7337886,0.6594212,0.7269489,0.5111754,0.7477379
5872,1780,100,0,5872500.0,1780500.0,0.024285946,0.3791871,0.53304785,0.73346245,0.50184673,0.7464612,0.6477928,0.70600927,0.513224,0.7526224
5862,1730,100,0,5862500.0,1730500.0,0.024282722,0.4195924,0.51616514,0.7477669,0.48391217,0.76895326,0.6506233,0.7155465,0.50202554,0.78651524
5897,1762,100,0,5897500.0,1762500.0,0.024279626,0.88341916,0.5216517,0.74425,0.48534146,0.7584858,0.65141886,0.725099,0.49275276,0.77135146
5925,1712,100,0,5925500.0,1712500.0,0.024278164,0.39578193,0.5264817,0.74344426,0.4936272,0.75556076,0.6516027,0.7179244,0.4967556,0.7439711
5879,1696,100,0,5879500.0,1696500.0,0.024277115,0.7532671,0.5259458,0.744758,0.49113506,0.77448,0.646402,0.714062,0.4856611,0.7780622
5927,1728,100,0,5927500.0,1728500.0,0.024270516,0.9829484,0.5398151,0.7206145,0.5057216,0.7267145,0.6571699,0.7205536,0.50076115,0.7390269
5969,1747,100,0,5969500.0,1747500.0,0.024267053,0.6479132,0.54168105,0.74517673,0.5053736,0.7567261,0.66206914,0.7263183,0.50008124,0.7582506
5874,1774,100,0,5874500.0,1774500.0,0.024262829,0.621843,0.5389346,0.7437263,0.5133436,0.7655251,0.6513544,0.71099675,0.5234373,0.7854732
5915,1743,100,0,5915500.0,1743500.0,0.024258777,0.4094206,0.52263,0.73321384,0.48945165,0.74832267,0.651687,0.721471,0.50246376,0.75435984
6003,1730,100,0,6003500.0,1730500.0,0.024256207,0.58899647,0.5293998,0.7346626,0.49748108,0.7466079,0.655368,0.71294475,0.5116776,0.7539439
5907,1746,100,0,5907500.0,1746500.0,0.02425389,0.6210469,0.53906685,0.74015355,0.5065863,0.7638054,0.6555674,0.7253855,0.5116523,0.7793336
6040,1700,100,0,6040500.0,1700500.0,0.024248129,0.7126443,0.53239995,0.74304104,0.49609557,0.78631914,0.6562094,0.7235328,0.4962319,0.79141414
6057,1753,100,0,6057500.0,1753500.0,0.024247887,0.7019685,0.53511727,0.71863323,0.5038844,0.73401123,0.6601917,0.7252941,0.518091,0.758945
5942,1747,70,0,5942412.857142857,1747617.142857143,0.024247479,0.618576,0.5177818,0.7503609,0.47696608,0.76388127,0.65421987,0.73123294,0.48186374,0.7855122
5913,1781,100,0,5913500.0,1781500.0,0.024222555,0.37840098,0.5346925,0.7307516,0.5036276,0.73258877,0.65499544,0.7284454,0.5074218,0.74656904
5894,1696,100,0,5894500.0,1696500.0,0.024213584,0.99002045,0.5337358,0.7488244,0.5044338,0.7751311,0.65472066,0.7266258,0.5134116,0.7994948
5878,1699,36,0,5878716.666666667,1699283.3333333333,0.024204295,0.35475245,0.54072505,0.74181366,0.50119495,0.76085943,0.65263546,0.71148276,0.4901477,0.7528732
5862,1762,100,0,5862500.0,1762500.0,0.02419716,0.3760503,0.5264186,0.73819965,0.49299106,0.7669989,0.64866275,0.71576387,0.50365025,0.7843882
5884,1750,100,0,5884500.0,1750500.0,0.024184847,0.50926685,0.5318517,0.73141813,0.49923313,0.74371296,0.6540113,0.7222383,0.49677676,0.7512909
5949,1727,100,0,5949500.0,1727500.0,0.024158549,0.58582443,0.51998216,0.7237811,0.4854355,0.723757,0.65611666,0.7169085,0.49667028,0.72625554
6066,1747,100,0,6066500.0,1747500.0,0.024139386,0.7781889,0.5290648,0.7338407,0.49728286,0.74344826,0.65575063,0.72046816,0.50657177,0.74670255
6040,1730,100,0,6040500.0,1730500.0,0.024122968,0.37739125,0.52130413,0.70717293,0.48135242,0.70207447,0.6555419,0.71942466,0.46632177,0.70099056
5989,1747,100,0,5989500.0,1747500.0,0.024121393,0.7520308,0.533925,0.7450407,0.5015678,0.7802843,0.659899,0.7330255,0.5124829,0.807946
5886,1772,100,0,5886500.0,1772500.0,0.024116294,0.49322653,0.5425913,0.7481478,0.514376,0.7805921,0.6531557,0.7144208,0.5242283,0.7845557
6033,1704,100,0,6033500.0,1704500.0,0.024115415,0.976278,0.52508116,0.7514475,0.49315798,0.768409,0.6606465,0.74273443,0.5058812,0.8004844
5924,1713,100,0,5924500.0,1713500.0,0.024102747,0.3318359,0.535869,0.74240154,0.50295085,0.74686307,0.65219176,0.71068084,0.4998619,0.75254726
5962,1735,100,0,5962500.0,1735500.0,0.024100902,0.38440123,0.52147275,0.73718166,0.4867704,0.7579293,0.6529648,0.72554755,0.49186403,0.7678617
5987,1778,100,0,5987500.0,1778500.0,0.024097018,0.34345415,0.5355742,0.7388754,0.5064269,0.76281077,0.65440065,0.71708333,0.5084974,0.7687734
6046,1716,100,0,6046500.0,1716500.0,0.024084348,0.51141465,0.5265037,0.7395196,0.4832072,0.7490854,0.6568746,0.7261477,0.45571387,0.7337011
6024,1748,100,0,6024500.0,1748500.0,0.02406391,0.5996762,0.5291741,0.7491056,0.49214414,0.76292104,0.66216433,0.7378594,0.48989937,0.76527756
5987,1733,100,0,5987500.0,1733500.0,0.024051094,0.9068807,0.5565185,0.7373014,0.52695066,0.7421599,0.6571513,0.71530575,0.5154802,0.7494143
6037,1693,100,0,6037500.0,1693500.0,0.024048535,0.5432166,0.53713423,0.7204078,0.5092776,0.74518484,0.66480136,0.71626514,0.5273049,0.7770863
5974,1780,100,0,5974500.0,1780500.0,0.0240337,0.369783,0.5409723,0.74053663,0.5129293,0.76098734,0.65888673,0.72887874,0.5285182,0.7857749
5999,1745,100,0,5999500.0,1745500.0,0.024031965,0.9435349,0.522826,0.7222,0.48876065,0.7279554,0.6563977,0.72405845,0.49597064,0.7437685
5929,1800,100,0,5929500.0,1800500.0,0.024028359,0.517466,0.54515994,0.7370013,0.5148052,0.7572075,0.6640363,0.72468793,0.5214232,0.7666856
5919,1770,100,0,5919500.0,1770500.0,0.024010787,0.91223073,0.5266806,0.7503956,0.49766278,0.7851989,0.6616867,0.7369629,0.5190859,0.81673765
5867,1727,81,1,5867522.839506173,1727585.8024691357,0.024007441,0.48506594,0.5524952,0.73460126,0.5220131,0.74002266,0.6516194,0.7094903,0.5183732,0.75931585
6045,1765,100,0,6045500.0,1765500.0,0.024007348,0.38664505,0.5261024,0.7467015,0.48361927,0.76436174,0.6475753,0.7182178,0.4519159,0.74113154
5949,1763,100,0,5949500.0,1763500.0,0.024005927,0.7286095,0.5342216,0.7423448,0.4999526,0.7587719,0.6586939,0.7228363,0.50090235,0.7741233
5929,1774,100,0,5929500.0,1774500.0,0.024003418,0.8530864,0.54879147,0.74810445,0.5228604,0.7765406,0.6550179,0.7178133,0.5300148,0.7931758
5886,1770,100,0,5886500.0,1770500.0,0.024001712,0.43832973,0.5392965,0.74497706,0.506843,0.77632415,0.6586535,0.7295416,0.5216329,0.79818296
6006,1756,100,0,6006500.0,1756500.0,0.023990057,0.92485803,0.53387946,0.7415189,0.50601965,0.75587034,0.6642176,0.7286152,0.5211053,0.7595309
5976,1770,100,0,5976500.0,1770500.0,0.023989132,0.99113303,0.5412986,0.74743783,0.50924355,0.76892483,0.6667875,0.7343427,0.51939076,0.7926476
5884,1695,100,0,5884500.0,1695500.0,0.023976486,0.3423564,0.51442003,0.73207325,0.4763094,0.7486776,0.6494582,0.7123669,0.48187888,0.7549305
5896,1749,100,0,5896500.0,1749500.0,0.023970442,0.20531265,0.5292662,0.7245489,0.49658325,0.73587465,0.64963716,0.70915586,0.5102888,0.7456436
5963,1728,83,0,5963580.120481928,1728499.3975903615,0.023968797,0.3869426,0.5140617,0.72610134,0.4815171,0.7417407,0.65321296,0.7069163,0.48622358,0.7384042
6004,1755,100,0,6004500.0,1755500.0,0.023953652,0.9822869,0.5372597,0.7312551,0.5075504,0.7439739,0.66666186,0.7306781,0.5223335,0.7730285
6001,1733,100,0,6001500.0,1733500.0,0.023944095,0.63011545,0.54388326,0.7549303,0.5087124,0.78932095,0.65164727,0.72640437,0.50008404,0.79563564
5927,1776,100,0,5927500.0,1776500.0,0.02393795,0.77943444,0.545265,0.7217607,0.5158667,0.75281453,0.6512464,0.71797764,0.5208942,0.7805851
5872,1751,62,0,5872467.741935484,1751685.4838709678,0.0239378,0.49517402,0.5359108,0.7221259,0.5041987,0.7321184,0.6538406,0.7177132,0.5062321,0.7297543
5929,1725,100,0,5929500.0,1725500.0,0.023934502,0.8958352,0.51767343,0.7503848,0.4827558,0.77582806,0.649441,0.7168765,0.48709312,0.7897819
5949,1743,100,0,5949500.0,1743500.0,0.023930568,0.55035466,0.5452123,0.74500805,0.51244783,0.7569594,0.6579942,0.72137964,0.5110634,0.7641513
5955,1797,99,0,5955504.545454546,1797495.4545454546,0.02393005,0.3234268,0.5250796,0.7303965,0.49074382,0.7263278,0.652396,0.7246057,0.4869998,0.72872937
5957,1798,100,0,5957500.0,1798500.0,0.023929892,0.71539545,0.53264076,0.72123724,0.49849233,0.7334083,0.65757024,0.7199442,0.4971338,0.75997406
5957,1799,80,0,5957533.75,1799406.25,0.023925122,0.21414755,0.5235862,0.72533435,0.48584938,0.74035823,0.6493698,0.71317637,0.48343197,0.74218726
6005,1723,40,0,6005320.0,1723687.5,0.02391883,0.3469154,0.5094088,0.74208677,0.46922842,0.74501824,0.6415235,0.7107851,0.4774252,0.739952
5888,1747,100,0,5888500.0,1747500.0,0.0239086,0.42749396,0.5021095,0.7471001,0.46379432,0.7754941,0.6430506,0.71915436,0.47551906,0.7972053
6054,1720,100,0,6054500.0,1720500.0,0.023903925,0.6065544,0.5490422,0.73863983,0.51339877,0.7558508,0.6578487,0.7209907,0.48562172,0.74232554
5918,1746,100,0,5918500.0,1746500.0,0.02389236,0.55061597,0.5464779,0.7408465,0.51142347,0.7797214,0.6548155,0.71810865,0.5082991,0.80292976
5939,1731,100,0,5939500.0,1731500.0,0.0238873,0.24729997,0.5307715,0.7293379,0.49749798,0.7454075,0.6492944,0.71796155,0.4963422,0.75314355
5861,1740,19,0,5861534.2105263155,1740113.1578947369,0.023879692,0.15583771,0.5894637,0.7495833,0.5658654,0.77438974,0.6674778,0.72097486,0.54822904,0.7785038
5909,1774,100,0,5909500.0,1774500.0,0.023857975,0.9158831,0.5396051,0.7387333,0.51299363,0.75999033,0.6678491,0.73998064,0.53305805,0.779279
5866,1774,100,0,5866500.0,1774500.0,0.023854606,0.47985062,0.5392467,0.72860885,0.5065552,0.7253937,0.6497318,0.70848364,0.50003844,0.72391677
5929,1790,100,0,5929500.0,1790500.0,0.02385032,0.5398973,0.5250388,0.7358287,0.48915145,0.7344063,0.65427536,0.7199916,0.49687466,0.7354112
6042,1694,100,0,6042500.0,1694500.0,0.023849804,0.48899803,0.5259647,0.7174876,0.491027,0.7326908,0.6564977,0.7160276,0.499463,0.73254555
5998,1717,99,0,5998504.545454546,1717496.4646464647,0.023838539,0.8849254,0.54143095,0.72007096,0.50976914,0.72324604,0.6557995,0.71134174,0.5111335,0.7290708
5955,1735,100,0,5955500.0,1735500.0,0.023824317,0.3929208,0.5441045,0.7386977,0.5109255,0.7366811,0.65472656,0.7147815,0.5040545,0.7484706
6007,1747,100,0,6007500.0,1747500.0,0.023821352,0.9850866,0.53950477,0.7391015,0.50599056,0.74829936,0.6617701,0.72578955,0.5086739,0.749329
5984,1780,100,0,5984500.0,1780500.0,0.023810472,0.8380075,0.5484445,0.73659784,0.5165216,0.73753875,0.6586317,0.717727,0.5159567,0.7473079
5949,1726,100,0,5949500.0,1726500.0,0.023792831,0.53957707,0.5283,0.73677653,0.49513152,0.7647487,0.6557543,0.72536874,0.49713913,0.7828386
6024,1712,49,4,6024413.265306123,1712721.4285714286,0.023775555,0.58242714,0.5144484,0.7317784,0.47493982,0.77390534,0.61695933,0.70923436,0.46230403,0.7848408
5960,1794,100,0,5960500.0,1794500.0,0.023772445,0.8153932,0.526416,0.7536866,0.4943142,0.78778744,0.65452117,0.732157,0.50326777,0.8046353
5952,1744,100,0,5952500.0,1744500.0,0.023751812,0.6772603,0.5265142,0.7322142,0.4889138,0.7628443,0.6515015,0.7253114,0.48563206,0.77514815
6046,1758,25,0,6046146.0,1758386.0,0.023748992,0.47529063,0.54244727,0.7216169,0.507576,0.6995914,0.6528194,0.71403193,0.4786983,0.68253815
6036,1748,100,0,6036500.0,1748500.0,0.02374817,0.47921225,0.5181982,0.731224,0.4832381,0.72240484,0.66099375,0.72192675,0.49454254,0.7250592
5906,1755,100,0,5906500.0,1755500.0,0.023730688,0.8509872,0.5447306,0.7468198,0.5182187,0.7845562,0.6639087,0.7319284,0.537262,0.8244959
5912,1785,17,0,5912644.117647059,1785108.8235294118,0.023723524,0.18421057,0.5131094,0.71034503,0.4865505,0.7143426,0.6567559,0.7126698,0.5174665,0.730873
6022,1743,100,0,6022500.0,1743500.0,0.023708256,0.3957367,0.5149375,0.74515027,0.47919762,0.7718419,0.65835166,0.7348722,0.48107064,0.7808496
6012,1730,100,0,6012500.0,1730500.0,0.023703575,0.3571841,0.5283809,0.7327169,0.4947353,0.7578031,0.6522746,0.7211028,0.50061554,0.7703146
5933,1729,100,0,5933500.0,1729500.0,0.023703193,0.5653643,0.55343485,0.73454803,0.524538,0.76481456,0.6520155,0.71231097,0.5221931,0.78215265
6002,1713,100,0,6002500.0,1713500.0,0.023692742,0.33469012,0.5544822,0.7366844,0.52762663,0.7364713,0.66194785,0.71767414,0.53702205,0.7432646
5917,1770,100,0,5917500.0,1770500.0,0.023685126,0.8867029,0.5275871,0.7375916,0.49689373,0.7514562,0.65878123,0.7220514,0.5098594,0.7540388
5923,1770,100,0,5923500.0,1770500.0,0.023679946,0.46991098,0.5460142,0.7414526,0.51765954,0.7612599,0.65881234,0.727286,0.5195294,0.7767386
5948,1767,100,0,5948500.0,1767500.0,0.0236775,0.7368891,0.5402188,0.7446556,0.5117001,0.7688073,0.66157824,0.72582114,0.5200985,0.7884042
6065,1761,100,0,6065500.0,1761500.0,0.023675648,0.66096413,0.5502391,0.75308055,0.5275059,0.7845354,0.67240745,0.7392568,0.55069774,0.8126823
5986,1723,100,0,5986500.0,1723500.0,0.023663742,0.28862816,0.539989,0.72678506,0.51035154,0.73014784,0.65561205,0.7104552,0.5190722,0.74205315
5956,1749,100,0,5956500.0,1749500.0,0.023646304,0.44339517,0.52130616,0.724396,0.4871084,0.729666,0.65197366,0.7223768,0.49572852,0.7450229
5893,1778,100,0,5893500.0,1778500.0,0.02362843,0.7509747,0.5199798,0.73341984,0.4888886,0.7478522,0.6585271,0.7193035,0.5120797,0.76430064
5893,1759,100,0,5893500.0,1759500.0,0.023623362,0.5900831,0.5514247,0.752362,0.52647406,0.773674,0.65872836,0.72742844,0.53635997,0.79002196
5919,1776,100,0,5919500.0,1776500.0,0.023619624,0.42348033,0.524141,0.7213159,0.48745632,0.7174967,0.6500017,0.711235,0.49301633,0.729491
5895,1771,100,0,5895500.0,1771500.0,0.023617752,0.7135502,0.50867826,0.7283391,0.47005436,0.7381459,0.6455143,0.71038115,0.47673833,0.7443071
6058,1767,94,0,6058524.468085106,1767475.5319148935,0.023605408,0.5671889,0.53696626,0.74562645,0.5105561,0.7742015,0.6745418,0.74114,0.5321571,0.7921338
5912,1742,100,0,5912500.0,1742500.0,0.02360406,0.38240838,0.5146253,0.7254196,0.4801389,0.7246729,0.6473854,0.70287323,0.49431175,0.72147894
5887,1692,98,0,5887491.8367346935,1692509.1836734693,0.023600731,0.32175845,0.525268,0.72310835,0.49065956,0.7363759,0.6477069,0.69829416,0.4936525,0.7552737
6016,1757,100,0,6016500.0,1757500.0,0.023585636,0.81009024,0.5574606,0.7511746,0.5249196,0.7844784,0.6716974,0.73034644,0.5121468,0.7808372
6034,1702,100,0,6034500.0,1702500.0,0.023584466,0.641855,0.52744997,0.74598306,0.4968586,0.76964664,0.65650284,0.7299588,0.51381236,0.7963493
6072,1744,67,0,6072344.0298507465,1744545.5223880596,0.02356975,0.5649962,0.5391116,0.71564674,0.5086085,0.7295017,0.65454143,0.71842617,0.5053713,0.7340335
5859,1758,8,0,5859837.5,1758887.5,0.02356271,0.16118616,0.5244358,0.7103752,0.48749322,0.70976603,0.6411772,0.70732415,0.4761852,0.6940363
5961,1780,100,0,5961500.0,1780500.0,0.023549087,0.94012564,0.54622895,0.74160373,0.5177149,0.7475087,0.6665724,0.7386631,0.5399081,0.7844035
6070,1744,100,0,6070500.0,1744500.0,0.02353627,0.69107974,0.5123533,0.72139174,0.47396293,0.74499303,0.64579916,0.7207295,0.47832394,0.7685072
6051,1751,100,0,6051500.0,1751500.0,0.023532879,0.7475793,0.53149503,0.7440777,0.49615437,0.75864905,0.6645156,0.7331726,0.49048516,0.75955725
5970,1759,100,0,5970500.0,1759500.0,0.023527108,0.98818004,0.5248264,0.7427192,0.4914398,0.74187994,0.6581858,0.72596633,0.50278753,0.7494526
5928,1766,100,0,5928500.0,1766500.0,0.023511969,0.45157266,0.5365608,0.74137574,0.5067137,0.76051193,0.657213,0.72660977,0.51350677,0.7733977
5889,1728,25,0,5889138.0,1728574.0,0.023510644,0.43809533,0.53585535,0.6858394,0.49694496,0.6692841,0.6588926,0.70810175,0.48891515,0.68470716
6043,1724,100,0,6043500.0,1724500.0,0.023507379,0.39001516,0.53478944,0.7267891,0.49648702,0.7285583,0.6621319,0.72357666,0.4728966,0.70874906
5987,1741,100,0,5987500.0,1741500.0,0.023504978,0.36387372,0.53263646,0.7395833,0.49933478,0.7757738,0.655366,0.7176036,0.49361375,0.7689622
6060,1751,100,0,6060500.0,1751500.0,0.023500295,0.5161045,0.533181,0.7290868,0.5036469,0.7583004,0.66145974,0.73321164,0.5172037,0.7875513
5906,1745,100,0,5906500.0,1745500.0,0.023495728,0.94535804,0.5390044,0.7351038,0.5103848,0.75969213,0.65592253,0.7240247,0.5211677,0.7666582
6053,1714,100,0,6053500.0,1714500.0,0.02349201,0.5292016,0.52215576,0.7485107,0.48126858,0.7715938,0.6504373,0.73038226,0.458322,0.7606009
