x_block,y_block,n_cells,positive_cells,center_Boylam,center_Enlem,mean_score_probability_mlp,max_score_probability_mlp,mean_score_topsis_pi,max_score_topsis_pi,mean_score_vikor_pi,max_score_vikor_pi,mean_score_topsis_shap,max_score_topsis_shap,mean_score_vikor_shap,max_score_vikor_shap
5879,1727,100,0,5879500.0,1727500.0,0.0072357194,0.119021975,0.52597576,0.7106703,0.49497023,0.71333486,0.647523,0.7020526,0.5000601,0.7189564
5931,1746,100,0,5931500.0,1746500.0,0.007235359,0.38212937,0.52529466,0.7231527,0.4923112,0.72428006,0.6585552,0.7143641,0.5030373,0.7326185
5872,1762,100,0,5872500.0,1762500.0,0.0072349147,0.2627177,0.5522904,0.73904616,0.52595675,0.7693385,0.6619735,0.72198874,0.53794825,0.80384296
6030,1729,100,0,6030500.0,1729500.0,0.0072348993,0.6543208,0.52956176,0.7374707,0.49530613,0.7689904,0.6671534,0.7409601,0.49875164,0.78346384
6072,1755,100,0,6072500.0,1755500.0,0.0072302646,0.17518833,0.53524923,0.7516468,0.50274014,0.7928112,0.66373724,0.73580706,0.51456356,0.8267614
5937,1752,100,0,5937500.0,1752500.0,0.007228312,0.31576014,0.53545904,0.722545,0.50563747,0.7309654,0.6620241,0.7226745,0.5186818,0.7540917
5941,1747,100,0,5941500.0,1747500.0,0.0072247772,0.19925529,0.5252193,0.7419873,0.48989666,0.7489342,0.6575111,0.72605294,0.5030933,0.77089417
6051,1750,100,0,6051500.0,1750500.0,0.007223527,0.37417537,0.531989,0.74001116,0.49500215,0.77087915,0.6664406,0.7411243,0.49441335,0.7868587
5966,1785,100,0,5966500.0,1785500.0,0.0072211116,0.13434541,0.515561,0.7327208,0.4817815,0.74174106,0.6538859,0.72825295,0.49468923,0.77482235
6034,1698,100,0,6034500.0,1698500.0,0.0072177504,0.455034,0.52491605,0.7299628,0.49270055,0.74103314,0.65375674,0.7173031,0.50276893,0.7441903
5954,1779,100,0,5954500.0,1779500.0,0.007214683,0.40334988,0.5462641,0.7511173,0.5191263,0.77082825,0.6695418,0.7429647,0.5379164,0.80508405
6052,1745,100,0,6052500.0,1745500.0,0.0072122347,0.122340515,0.5466323,0.73993343,0.5159887,0.76432484,0.67158407,0.74619156,0.5125413,0.78298855
6047,1741,100,0,6047500.0,1741500.0,0.0072078896,0.26251975,0.5272857,0.73005265,0.49014968,0.7563783,0.6562249,0.7242667,0.4785156,0.77667093
5961,1789,100,0,5961500.0,1789500.0,0.007205172,0.13736673,0.53139037,0.74205124,0.5002899,0.7620165,0.6623547,0.72936296,0.5155121,0.7733841
6064,1755,100,0,6064500.0,1755500.0,0.0072050486,0.21335663,0.5329365,0.75152,0.4980939,0.78029066,0.6583725,0.7267989,0.50374895,0.79426616
6025,1725,100,0,6025500.0,1725500.0,0.0072044283,0.17388894,0.52780485,0.75347614,0.49172992,0.7759328,0.6576898,0.7271284,0.48613578,0.7728841
5954,1746,100,0,5954500.0,1746500.0,0.007201336,0.59481496,0.5445381,0.7540926,0.5155779,0.7834024,0.6631318,0.7311216,0.5241286,0.80247283
5950,1754,100,0,5950500.0,1754500.0,0.00719969,0.43479055,0.5078548,0.7290313,0.468488,0.742335,0.6541124,0.7302085,0.48017403,0.76463103
6035,1737,100,0,6035500.0,1737500.0,0.0071905954,0.15482788,0.5363314,0.7481932,0.5045533,0.77213657,0.6611271,0.73442847,0.49751544,0.78377324
5949,1750,100,0,5949500.0,1750500.0,0.007189074,0.10079791,0.5141899,0.7443452,0.47854555,0.767784,0.6496328,0.7186029,0.49366826,0.77652645
5861,1772,100,0,5861500.0,1772500.0,0.007188333,0.098045446,0.5231655,0.7225386,0.48800477,0.71755385,0.64674246,0.7104483,0.48025373,0.7181214
5927,1731,59,0,5927587.288135593,1731322.8813559322,0.007186165,0.123242065,0.535596,0.71867645,0.4947989,0.71643424,0.65191436,0.71687925,0.48410165,0.70967317
5897,1693,100,0,5897500.0,1693500.0,0.0071844906,0.33017316,0.52876776,0.7393199,0.49751702,0.7528074,0.6555077,0.7175888,0.5102952,0.7615776
6020,1743,100,0,6020500.0,1743500.0,0.007183525,0.2338353,0.5233429,0.73777795,0.48947066,0.73644304,0.65211153,0.7308804,0.48463044,0.7482072
6039,1716,100,0,6039500.0,1716500.0,0.0071774907,0.16854405,0.54917675,0.7185157,0.5147929,0.7124733,0.66705686,0.72055274,0.49543723,0.7050048
5880,1733,100,0,5880500.0,1733500.0,0.007174009,0.09812065,0.5390936,0.7406483,0.5018356,0.7627476,0.65885264,0.7166656,0.49746522,0.7595266
5953,1779,100,0,5953500.0,1779500.0,0.007170343,0.19331318,0.54209477,0.73064834,0.51427734,0.7403178,0.6640355,0.73112684,0.5371483,0.76482403
5960,1723,50,0,5960250.0,1723500.0,0.0071693663,0.12848605,0.5522535,0.7228461,0.52077186,0.71409404,0.6548573,0.70914835,0.5177695,0.71882534
5882,1782,100,0,5882500.0,1782500.0,0.00716781,0.4238433,0.5226328,0.7107091,0.4935933,0.70713884,0.6648323,0.7278069,0.5240577,0.7478852
6036,1738,100,0,6036500.0,1738500.0,0.0071625765,0.270702,0.53702825,0.7530671,0.500575,0.7840934,0.6622492,0.73223954,0.48598164,0.7890096
5970,1729,100,0,5970500.0,1729500.0,0.0071625174,0.5031767,0.5351068,0.74443305,0.5020943,0.75281835,0.6554625,0.7291041,0.50479114,0.76397866
6006,1746,100,0,6006500.0,1746500.0,0.007161455,0.17583606,0.5140248,0.7230973,0.4790863,0.7332687,0.6498707,0.7184143,0.4841377,0.74989724
5994,1767,100,0,5994500.0,1767500.0,0.0071578785,0.699626,0.53412795,0.7401247,0.4996316,0.7762433,0.65455735,0.72931635,0.5019447,0.77186596
5962,1772,100,0,5962500.0,1772500.0,0.0071523464,0.38534686,0.52655584,0.7330659,0.49370497,0.7476628,0.66192627,0.735962,0.5041878,0.7698899
5885,1699,100,0,5885500.0,1699500.0,0.0071514295,0.10040994,0.50870097,0.7416269,0.47090173,0.75708103,0.64697003,0.71230555,0.47860605,0.77178943
5961,1762,100,0,5961500.0,1762500.0,0.007149577,0.110854015,0.5528165,0.7166617,0.5237838,0.71521425,0.6629725,0.72929525,0.5219573,0.7434304
5976,1765,100,0,5976500.0,1765500.0,0.007140674,0.30581954,0.5190569,0.74620724,0.48667148,0.76229,0.66390043,0.7350979,0.50745547,0.7853062
5875,1735,100,0,5875500.0,1735500.0,0.007137574,0.16439249,0.5372485,0.7409604,0.5079206,0.7621284,0.6543107,0.7187281,0.50983864,0.78465325
5865,1774,100,0,5865500.0,1774500.0,0.0071372045,0.23396443,0.51345766,0.73716235,0.47575414,0.7536185,0.6427989,0.71450007,0.47600374,0.7665365
5977,1757,100,0,5977500.0,1757500.0,0.007130561,0.4440775,0.54569465,0.7503341,0.5183493,0.7827919,0.663602,0.73344034,0.53268224,0.8038639
5927,1789,100,0,5927500.0,1789500.0,0.007128538,0.20126131,0.5267051,0.74151736,0.49432427,0.7547568,0.6534722,0.7232082,0.50037915,0.77445793
5926,1714,52,0,5926496.153846154,1714261.5384615385,0.0071265297,0.19405082,0.5325913,0.7170557,0.49625486,0.71275765,0.64623064,0.70552737,0.48828647,0.7257739
5946,1745,89,0,5946534.269662921,1745452.2471910112,0.0071225576,0.20333429,0.52946466,0.7360169,0.49360332,0.7301903,0.6495162,0.70889366,0.4835953,0.71077144
6048,1688,100,0,6048500.0,1688500.0,0.007120285,0.28425068,0.5316451,0.71246576,0.48792893,0.7235861,0.64117694,0.7005413,0.44941476,0.7019738
5918,1763,100,0,5918500.0,1763500.0,0.007106649,0.426983,0.5246897,0.73092335,0.48949936,0.75196695,0.6630021,0.7391394,0.5052077,0.7803556
5949,1753,100,0,5949500.0,1753500.0,0.0071053435,0.13493615,0.5446884,0.7380535,0.51468813,0.7391436,0.65602607,0.7217474,0.5194839,0.7546757
5928,1791,100,0,5928500.0,1791500.0,0.0071046525,0.32806772,0.5340807,0.7418074,0.5020245,0.7655394,0.6544528,0.7282043,0.5063339,0.7835001
5966,1761,100,0,5966500.0,1761500.0,0.007098968,0.1747124,0.53119594,0.7430585,0.50189066,0.7648498,0.6597905,0.72911155,0.5125496,0.7808182
5928,1781,100,0,5928500.0,1781500.0,0.0070967837,0.27675796,0.5270865,0.72671986,0.49381664,0.74335766,0.6513588,0.71870375,0.49962926,0.77509284
5878,1782,100,0,5878500.0,1782500.0,0.007096589,0.23591694,0.5340402,0.73163503,0.5060963,0.74312854,0.65995353,0.7265821,0.5245321,0.7626407
6038,1704,100,0,6038500.0,1704500.0,0.0070910007,0.10935981,0.53341436,0.7355761,0.5018152,0.75562185,0.6589022,0.7237394,0.5216256,0.7829285
6072,1756,100,0,6072500.0,1756500.0,0.0070888726,0.16057153,0.5337646,0.7533238,0.5062259,0.77692616,0.6667421,0.73795366,0.5251614,0.80001444
6050,1731,100,0,6050500.0,1731500.0,0.0070840274,0.30074498,0.51693463,0.6980883,0.4716012,0.69750965,0.6503818,0.70623213,0.44962567,0.66139936
5968,1770,100,0,5968500.0,1770500.0,0.007083007,0.4836086,0.5377784,0.7552944,0.5089075,0.78757894,0.66813505,0.74230456,0.52980334,0.8255125
5872,1766,100,0,5872500.0,1766500.0,0.007080894,0.1640382,0.52866995,0.7427802,0.49912602,0.75488436,0.6584877,0.7322716,0.52169806,0.7814223
5969,1773,100,0,5969500.0,1773500.0,0.0070793964,0.540982,0.5230693,0.71893793,0.48882702,0.728315,0.6572487,0.72440934,0.50659317,0.7658671
6062,1690,100,0,6062500.0,1690500.0,0.007077021,0.31963077,0.5094397,0.74692386,0.46101978,0.76391137,0.6383331,0.7074773,0.4281736,0.73742104
5940,1747,100,0,5940500.0,1747500.0,0.007076629,0.12267809,0.5341887,0.73749936,0.5081746,0.7536551,0.6598655,0.7277454,0.53109276,0.79091406
5975,1730,100,0,5975500.0,1730500.0,0.0070764245,0.24314651,0.5267437,0.73690885,0.49124867,0.7470007,0.65924233,0.72422653,0.4975708,0.74017787
5885,1775,100,0,5885500.0,1775500.0,0.007075135,0.2956953,0.5382825,0.7278335,0.5092317,0.7475604,0.65509963,0.7193493,0.5224184,0.7603688
6001,1741,100,0,6001500.0,1741500.0,0.007075084,0.31694427,0.5348493,0.7286927,0.50149053,0.7501837,0.66057533,0.73013014,0.5066219,0.774077
5880,1782,100,0,5880500.0,1782500.0,0.007070564,0.18664028,0.5195953,0.73155475,0.4886688,0.75100017,0.6602145,0.7298909,0.5077103,0.7740343
5934,1711,100,0,5934500.0,1711500.0,0.0070695765,0.4077912,0.54634994,0.73420274,0.5167041,0.742897,0.65683043,0.7194865,0.5160961,0.75317043
5865,1762,100,0,5865500.0,1762500.0,0.007068739,0.09402781,0.5214174,0.74228656,0.48840436,0.7418652,0.6542843,0.7169293,0.4968405,0.7448558
5987,1763,100,0,5987500.0,1763500.0,0.007068021,0.37662724,0.5417091,0.7465284,0.51410604,0.75633067,0.6687996,0.74185556,0.5372741,0.7828763
5968,1761,100,0,5968500.0,1761500.0,0.007067973,0.33223328,0.5374987,0.74616426,0.50707805,0.78066295,0.662923,0.734782,0.5264614,0.8163599
5917,1753,100,0,5917500.0,1753500.0,0.007066128,0.20957588,0.5425243,0.7415123,0.5153299,0.7601289,0.66102445,0.7221495,0.527509,0.7755295
5973,1741,100,0,5973500.0,1741500.0,0.007065098,0.19437982,0.5330005,0.7368695,0.50042486,0.7611782,0.6618058,0.7201453,0.49831244,0.75128984
6063,1744,100,0,6063500.0,1744500.0,0.007064754,0.19099635,0.5083856,0.7560421,0.47093362,0.78022885,0.6663454,0.75071275,0.48932296,0.8059782
6056,1766,35,0,6056730.0,1766290.0,0.007063162,0.06971764,0.5019329,0.7209448,0.46070823,0.72703916,0.64424556,0.7165479,0.45462102,0.72733504
5964,1767,100,0,5964500.0,1767500.0,0.0070616496,0.14441977,0.51863474,0.7480432,0.48550597,0.7737504,0.65333295,0.7293425,0.5098951,0.8063756
5874,1733,100,0,5874500.0,1733500.0,0.0070594256,0.05848055,0.52108294,0.72593874,0.4855917,0.7352464,0.6480999,0.7119328,0.49009556,0.74702233
6044,1746,100,0,6044500.0,1746500.0,0.0070584673,0.26674762,0.5385939,0.7273775,0.5032592,0.7392386,0.6663157,0.73248804,0.50389993,0.7406869
5919,1771,100,0,5919500.0,1771500.0,0.0070578484,0.22763756,0.54977834,0.73467183,0.5207004,0.73722804,0.66398954,0.7290291,0.52696574,0.76625633
5934,1763,100,0,5934500.0,1763500.0,0.0070553957,0.12925023,0.5409338,0.755578,0.5143506,0.79194003,0.66144776,0.73227704,0.5290882,0.8140589
6034,1743,100,0,6034500.0,1743500.0,0.0070531433,0.20669915,0.51861215,0.7423932,0.4780576,0.7506809,0.6511357,0.72367936,0.4660753,0.7476602
6025,1747,100,0,6025500.0,1747500.0,0.0070489584,0.42612877,0.5288613,0.7369374,0.49399334,0.73548627,0.66238385,0.7416776,0.49448964,0.7426871
5946,1751,100,0,5946500.0,1751500.0,0.0070461347,0.44351768,0.5244016,0.7458529,0.49341992,0.76644176,0.660232,0.7280834,0.5117924,0.78663313
5883,1762,100,0,5883500.0,1762500.0,0.0070417537,0.18112175,0.523307,0.72337687,0.49139845,0.71802,0.6499183,0.7189941,0.50299716,0.7448716
6061,1760,100,0,6061500.0,1760500.0,0.0070412997,0.53849417,0.5410372,0.73878,0.51372766,0.7653522,0.67489046,0.7459323,0.5371043,0.7958358
5994,1751,100,0,5994500.0,1751500.0,0.0070341323,0.5033757,0.54280484,0.7416936,0.51200634,0.7625967,0.66726965,0.731337,0.5206269,0.7827836
5934,1747,100,0,5934500.0,1747500.0,0.0070329104,0.41324952,0.5268231,0.74880946,0.49605426,0.78542256,0.66088325,0.7396519,0.5171345,0.8284083
5933,1751,100,0,5933500.0,1751500.0,0.0070308708,0.1569032,0.5396486,0.7414081,0.5063083,0.78024507,0.6570345,0.7136667,0.5108825,0.7909478
6008,1735,100,0,6008500.0,1735500.0,0.0070307143,0.1710232,0.5234553,0.72920704,0.48953217,0.7621157,0.65192324,0.72210526,0.49936563,0.78435683
5988,1777,100,0,5988500.0,1777500.0,0.0070305294,0.07406807,0.5230662,0.71748245,0.49055812,0.7304791,0.65238243,0.71614546,0.49287188,0.73124266
6009,1737,100,0,6009500.0,1737500.0,0.007027743,0.25813326,0.5267726,0.71088356,0.49512753,0.72617626,0.65668166,0.7279622,0.5016938,0.74468416
5964,1770,100,0,5964500.0,1770500.0,0.007027539,0.51215243,0.5401115,0.7323187,0.5104364,0.7607528,0.66922545,0.73691195,0.5316626,0.7859924
5967,1757,100,0,5967500.0,1757500.0,0.0070244116,0.26331416,0.53109086,0.72685146,0.49989158,0.7323707,0.6660375,0.7261793,0.522308,0.7576312
6025,1729,100,0,6025500.0,1729500.0,0.0070240498,0.6751371,0.51450324,0.74534416,0.48157543,0.7575414,0.6541157,0.72810626,0.48661068,0.762198
5968,1773,100,0,5968500.0,1773500.0,0.00702371,0.4682585,0.53257257,0.7266268,0.50102353,0.7508099,0.6606307,0.72753024,0.5186977,0.77477264
6074,1761,100,0,6074500.0,1761500.0,0.0070227776,0.3495566,0.569866,0.7447253,0.5455967,0.78548914,0.6755192,0.7385166,0.55448157,0.80216086
5962,1791,100,0,5962500.0,1791500.0,0.0070212414,0.17374924,0.5053426,0.71303976,0.47034404,0.72637093,0.65105,0.7262294,0.48688653,0.7467413
5892,1697,100,0,5892500.0,1697500.0,0.0070178206,0.16077347,0.5276085,0.7438428,0.49407917,0.76262885,0.6536333,0.72537196,0.49826726,0.77760845
5959,1782,100,0,5959500.0,1782500.0,0.007008827,0.58898383,0.5402759,0.7340884,0.5132328,0.7681303,0.66625273,0.73271877,0.5386092,0.798362
6073,1752,100,0,6073500.0,1752500.0,0.0070043732,0.47481292,0.53462034,0.72585726,0.5068367,0.7403314,0.66280556,0.72943217,0.53070444,0.7685899
6000,1748,100,0,6000500.0,1748500.0,0.0070025665,0.27736256,0.5430415,0.72219086,0.51180804,0.7372379,0.65877455,0.72648156,0.51626,0.7621381
6058,1757,100,0,6058500.0,1757500.0,0.0069984407,0.1799219,0.53539056,0.7352516,0.50193626,0.7583662,0.66090345,0.73816353,0.51611596,0.7809523
5936,1769,100,0,5936500.0,1769500.0,0.00699416,0.08400651,0.5484661,0.7387584,0.5202556,0.74455965,0.66018164,0.714138,0.52852476,0.75476754
5888,1727,98,0,5888491.8367346935,1727509.1836734693,0.006990897,0.18836665,0.5247562,0.72766954,0.4896933,0.7533165,0.6540655,0.72392917,0.49320865,0.7736006
6062,1735,100,0,6062500.0,1735500.0,0.0069841417,0.6655778,0.5195108,0.7537445,0.49097073,0.7830285,0.6637753,0.7438986,0.5225205,0.8186734
5989,1739,100,0,5989500.0,1739500.0,0.006983723,0.16898501,0.5280821,0.7340328,0.4940155,0.72389984,0.65736234,0.7210865,0.49761528,0.72148
5962,1782,100,0,5962500.0,1782500.0,0.006977671,0.2633125,0.55298895,0.74679804,0.52610713,0.77095145,0.6703675,0.73145676,0.54273736,0.78875923
5958,1797,100,0,5958500.0,1797500.0,0.0069707166,0.13375719,0.5388494,0.72470427,0.5107753,0.75340486,0.66486794,0.7297722,0.5286562,0.7823317
5961,1756,100,0,5961500.0,1756500.0,0.0069646304,0.3203657,0.55388457,0.73865765,0.5239927,0.7398743,0.6617938,0.72420955,0.53267413,0.75133616
5882,1732,100,0,5882500.0,1732500.0,0.006960447,0.20889325,0.5263245,0.7423242,0.4928558,0.76516885,0.6566818,0.72761196,0.50321096,0.78859437
5866,1766,100,0,5866500.0,1766500.0,0.0069595156,0.53174007,0.52789766,0.7228212,0.4949706,0.732268,0.65311617,0.7150899,0.5061233,0.7488075
5944,1749,100,0,5944500.0,1749500.0,0.006959374,0.15360695,0.54577124,0.7368534,0.5173727,0.7704759,0.6661707,0.73088807,0.53647405,0.8057729
5928,1744,100,0,5928500.0,1744500.0,0.0069528865,0.3621921,0.54862124,0.75085694,0.51717484,0.7808291,0.664574,0.7362232,0.5298191,0.810521
5979,1721,58,0,5979679.310344827,1721431.0344827587,0.006950393,0.1487866,0.5097638,0.73282707,0.46861857,0.73576903,0.64641804,0.7051528,0.46873575,0.7420148
6014,1753,100,0,6014500.0,1753500.0,0.0069480734,0.33653018,0.5342428,0.71121764,0.50211203,0.73027503,0.66324365,0.72715884,0.4945563,0.72847724
5982,1722,100,0,5982500.0,1722500.0,0.0069477465,0.21391883,0.526643,0.7484321,0.49282268,0.7822387,0.6589265,0.72816664,0.5102509,0.8003869
5997,1716,42,0,5997761.904761905,1716602.380952381,0.0069461605,0.07068806,0.5271112,0.7281476,0.49253154,0.71847296,0.6534537,0.7113011,0.49615493,0.7125618
5959,1785,100,0,5959500.0,1785500.0,0.006942963,0.34756145,0.53871965,0.75251883,0.5079876,0.77794474,0.66280586,0.73156714,0.524237,0.8092287
6061,1735,100,0,6061500.0,1735500.0,0.0069409446,0.6455115,0.5397165,0.72966796,0.5150895,0.75815105,0.67221963,0.7362779,0.54843813,0.80649716
6072,1766,100,0,6072500.0,1766500.0,0.0069402326,0.29892352,0.53159815,0.7202659,0.5030161,0.7387912,0.6601682,0.72491753,0.5235261,0.76935077
5967,1729,100,0,5967500.0,1729500.0,0.006937046,0.273977,0.5393633,0.74570274,0.5067013,0.7590432,0.65985656,0.721808,0.5125969,0.75569594
5916,1744,100,0,5916500.0,1744500.0,0.006935976,0.1920415,0.5190781,0.7121572,0.4859412,0.726558,0.6509639,0.71884304,0.5048658,0.7527708
6072,1759,100,0,6072500.0,1759500.0,0.0069337003,0.1630148,0.52101606,0.7241049,0.48879245,0.74331737,0.662677,0.72902894,0.5112536,0.76756585
5976,1740,100,0,5976500.0,1740500.0,0.0069308686,0.14153083,0.5359209,0.7309439,0.5006089,0.72413605,0.6527471,0.718079,0.48989734,0.7209505
5981,1777,100,0,5981500.0,1777500.0,0.0069304365,0.5945166,0.54939574,0.7319532,0.52771115,0.7474436,0.6655457,0.7292101,0.54763335,0.7816602
5887,1734,100,0,5887500.0,1734500.0,0.0069278013,0.40734544,0.52566063,0.7480295,0.49206865,0.7598002,0.6577364,0.7660297,0.49679133,0.77332395
5884,1696,100,0,5884500.0,1696500.0,0.0069273687,0.13412084,0.548982,0.74380153,0.52066475,0.75695777,0.6606709,0.72343004,0.5309589,0.7802807
5968,1754,100,0,5968500.0,1754500.0,0.0069263834,0.26751104,0.5135878,0.73818153,0.47992158,0.74962187,0.6521363,0.7234873,0.49620804,0.7646822
5949,1755,100,0,5949500.0,1755500.0,0.0069257505,0.14105284,0.5352303,0.7384675,0.50648093,0.74710053,0.65956354,0.73091906,0.51983064,0.77363914
5981,1724,100,0,5981500.0,1724500.0,0.0069255866,0.27285516,0.5224342,0.7368257,0.4880116,0.7667713,0.6537637,0.72528327,0.49868906,0.7913261
6015,1759,100,0,6015500.0,1759500.0,0.006919148,0.07849137,0.54981744,0.7427169,0.51855606,0.7661452,0.67051214,0.7319314,0.5147452,0.76138353
5940,1723,100,0,5940500.0,1723500.0,0.0069152927,0.17781503,0.5164498,0.7295615,0.4829884,0.73935556,0.65819436,0.7222122,0.500417,0.76071155
5861,1763,100,0,5861500.0,1763500.0,0.0069116564,0.123500906,0.51364785,0.7506294,0.4821743,0.7779337,0.6542838,0.730564,0.50213265,0.79807746
5904,1748,100,0,5904500.0,1748500.0,0.006910758,0.2538538,0.53514737,0.73764336,0.50361544,0.74852973,0.6511904,0.71806836,0.5128956,0.76061004
6021,1746,100,0,6021500.0,1746500.0,0.0069033518,0.24437435,0.54990125,0.75310737,0.51960325,0.7756548,0.6648333,0.7386321,0.5166805,0.79179204
5964,1737,100,0,5964500.0,1737500.0,0.0069030975,0.1086246,0.497459,0.7501258,0.4609695,0.77266425,0.6515073,0.73111975,0.47712186,0.78418934
6039,1739,100,0,6039500.0,1739500.0,0.006902231,0.2786988,0.53667575,0.7327972,0.5004924,0.740158,0.65499467,0.7203909,0.48216996,0.7345493
5982,1718,67,0,5982342.537313432,1718539.552238806,0.006900925,0.112837315,0.5460174,0.72259617,0.5185951,0.746652,0.6512599,0.705798,0.517517,0.75426775
5958,1781,100,0,5958500.0,1781500.0,0.0068953927,0.3472212,0.52374715,0.7411715,0.48960727,0.7561156,0.6631742,0.7336331,0.5094289,0.79219955
5966,1767,100,0,5966500.0,1767500.0,0.0068949913,0.22037171,0.5411165,0.73953336,0.5134218,0.7522087,0.6672831,0.7357383,0.5387876,0.7827116
5975,1769,100,0,5975500.0,1769500.0,0.0068939533,0.182954,0.5410017,0.7240217,0.5085844,0.7183104,0.66191643,0.7282934,0.52355814,0.74057627
5910,1753,100,0,5910500.0,1753500.0,0.006890342,0.45899376,0.5366428,0.7421035,0.5049204,0.76722884,0.66526634,0.73504436,0.5248602,0.8090569
5926,1784,100,0,5926500.0,1784500.0,0.0068895654,0.3652758,0.5462634,0.74038154,0.51808554,0.7457324,0.66010725,0.73273295,0.52267075,0.7708867
6060,1765,100,0,6060500.0,1765500.0,0.0068885125,0.4773819,0.53497416,0.7268879,0.5041146,0.74368197,0.66297996,0.7366584,0.51320285,0.7721913
5967,1745,100,0,5967500.0,1745500.0,0.006885686,0.46317172,0.50741804,0.7356288,0.46888176,0.74094564,0.65012556,0.72908634,0.47037777,0.7569838
6063,1741,100,0,6063500.0,1741500.0,0.006883685,0.18856536,0.53280133,0.7286593,0.50306576,0.7406355,0.6623435,0.7194502,0.5245047,0.76477736
5991,1723,100,0,5991500.0,1723500.0,0.0068803146,0.14879707,0.51489085,0.73445475,0.4791561,0.75072885,0.6462786,0.70241594,0.48477107,0.74712634
6064,1747,100,0,6064500.0,1747500.0,0.0068794396,0.24740343,0.5326829,0.74123937,0.496259,0.7433012,0.65487343,0.721114,0.4985771,0.7494012
5955,1795,100,0,5955500.0,1795500.0,0.0068756603,0.28015116,0.5308121,0.7275697,0.49982116,0.7325073,0.6586295,0.7286237,0.51120776,0.74892426
6038,1747,100,0,6038500.0,1747500.0,0.006870031,0.16626509,0.53444403,0.7361012,0.50273764,0.74685764,0.65930563,0.7201597,0.5059415,0.7486535
5863,1764,100,0,5863500.0,1764500.0,0.006867449,0.11423168,0.53287786,0.7451943,0.5009634,0.7595729,0.65217704,0.7204952,0.5093379,0.7793439
5967,1760,100,0,5967500.0,1760500.0,0.006867295,0.27477485,0.53999597,0.73742414,0.5112374,0.7377233,0.66667205,0.7285719,0.5315315,0.758734
5981,1764,100,0,5981500.0,1764500.0,0.0068652774,0.37870336,0.5474209,0.71883804,0.5151598,0.7252522,0.6634105,0.7217589,0.51477516,0.7335012
6067,1750,100,0,6067500.0,1750500.0,0.0068638204,0.22756469,0.53127503,0.7295169,0.49982697,0.743871,0.6538558,0.7216537,0.5099063,0.7621937
5886,1730,100,0,5886500.0,1730500.0,0.0068596364,0.21650697,0.5256768,0.73534185,0.49345425,0.75597113,0.64993227,0.7276202,0.49548104,0.7815589
6021,1741,100,0,6021500.0,1741500.0,0.006858368,0.4975803,0.53633124,0.73027813,0.5006133,0.74208456,0.6639566,0.7249365,0.4914156,0.73691654
6074,1759,100,0,6074500.0,1759500.0,0.0068576406,0.47129768,0.5541196,0.7347117,0.52633816,0.75193846,0.67362875,0.7414302,0.5390145,0.78121704
5925,1783,100,0,5925500.0,1783500.0,0.0068556513,0.36865047,0.52968484,0.74464035,0.49731162,0.762146,0.65603644,0.7278848,0.5102604,0.7759026
5958,1772,100,0,5958500.0,1772500.0,0.0068507455,0.12611386,0.5337786,0.7408734,0.50308645,0.7490932,0.6602299,0.733429,0.5171216,0.78023803
6015,1732,100,0,6015500.0,1732500.0,0.006848825,0.19704597,0.5359713,0.7490328,0.500845,0.7709787,0.66322196,0.7297689,0.49167866,0.7720324
5953,1739,100,0,5953500.0,1739500.0,0.0068485765,0.25618687,0.5331202,0.74226224,0.499154,0.7651901,0.65240663,0.7274572,0.49974215,0.7605891
5907,1766,100,0,5907500.0,1766500.0,0.006846096,0.442865,0.5276522,0.74615985,0.49597245,0.77206886,0.66038185,0.733293,0.51391196,0.79803526
5915,1758,100,0,5915500.0,1758500.0,0.00683414,0.2754991,0.5466318,0.7508123,0.51743186,0.76840895,0.6626179,0.72782445,0.535739,0.80442417
5985,1755,100,0,5985500.0,1755500.0,0.006834023,0.55509514,0.52435905,0.7464246,0.49546742,0.76359177,0.6633525,0.7384818,0.52569467,0.8037437
5921,1757,100,0,5921500.0,1757500.0,0.006830663,0.53513134,0.51384646,0.74198145,0.48177224,0.75525755,0.6597104,0.73428077,0.50515836,0.77750635
5946,1753,100,0,5946500.0,1753500.0,0.0068299836,0.36855963,0.51959175,0.7299811,0.48419964,0.74483824,0.6540558,0.7173949,0.49672708,0.7520576
6058,1739,100,0,6058500.0,1739500.0,0.0068201516,0.6445295,0.5300569,0.74176306,0.49838102,0.7597879,0.6646868,0.73312074,0.51432115,0.7733009
6050,1750,100,0,6050500.0,1750500.0,0.0068195714,0.24520096,0.51148015,0.7372728,0.47270858,0.76642674,0.6598254,0.7392556,0.47414315,0.78269464
5955,1790,100,0,5955500.0,1790500.0,0.0068151136,0.24208133,0.5389178,0.733477,0.51168877,0.7357004,0.66551286,0.72238326,0.5239174,0.7456875
6042,1757,100,0,6042500.0,1757500.0,0.0068131387,0.29224238,0.5432835,0.73182726,0.50564456,0.7398449,0.65606904,0.72005844,0.47656125,0.7221415
6057,1758,100,0,6057500.0,1758500.0,0.006808845,0.38481283,0.52756655,0.7442714,0.4956259,0.7439513,0.6603835,0.7418639,0.5143959,0.75935626
6016,1752,100,0,6016500.0,1752500.0,0.0068002045,0.21102823,0.5351439,0.736374,0.5003701,0.75032234,0.65740937,0.7268628,0.4944867,0.7558023
6073,1759,100,0,6073500.0,1759500.0,0.0067982827,0.16513352,0.5324483,0.73483956,0.504263,0.7460679,0.66565675,0.7317781,0.5296978,0.77309704
